iter	Logloss
334	0.4969820755
335	0.4969713686
336	0.4969484116
337	0.4969290332
338	0.496907523
339	0.4968854342
340	0.4968655349
341	0.4968466581
342	0.4968350156
343	0.4968239133
344	0.4968010334
345	0.4967844619
346	0.4967572512
347	0.496739966
348	0.4967241951
349	0.4967030033
350	0.4966767667
351	0.4966682881
352	0.4966541666
353	0.4966382606
354	0.4966144066
355	0.4965940829
356	0.4965718011
357	0.4965663705
358	0.4965607374
359	0.4965449763
360	0.4965395747
361	0.4965173604
362	0.4964951654
363	0.496473009
364	0.4964559842
365	0.496454711
366	0.4964349757
367	0.4964198028
368	0.4964024018
369	0.4963842967
370	0.4963642045
371	0.4963520894
372	0.496345019
373	0.4963275794
374	0.4963227662
375	0.4963040824
376	0.4962852634
377	0.4962701581
378	0.4962502299
379	0.4962303692
380	0.4962230482
381	0.4962067757
382	0.4961905997
383	0.4961752243
384	0.4961680285
385	0.4961545823
386	0.4961381941
387	0.4961163849
388	0.4960984052
389	0.4960862997
390	0.4960808981
391	0.4960664583
392	0.4960501087
393	0.4960332189
394	0.4960192036
395	0.4960049568
396	0.4959816236
397	0.4959631519
398	0.4959324879
399	0.4959117012
400	0.4958984287
401	0.4958885997
402	0.4958713048
403	0.4958518203
404	0.4958361459
405	0.4958185809
406	0.4958048357
407	0.4957894989
408	0.4957750205
409	0.4957617673
410	0.4957473758
411	0.4957276019
412	0.4957147151
413	0.4957021177
414	0.4956851508
415	0.4956789871
416	0.4956588659
417	0.4956553741
418	0.4956419182
419	0.4956282887
420	0.4956208325
421	0.4956013577
422	0.4955865418
423	0.4955704139
424	0.4955523473
425	0.4955368465
426	0.4955173324
427	0.4955073201
428	0.4955009539
429	0.4954857711
430	0.4954698363
431	0.495457509
432	0.4954451431
433	0.4954355261
434	0.4954224561
435	0.4954124823
436	0.4953992194
437	0.495379185
438	0.4953595269
439	0.4953424539
440	0.4953276669
441	0.4953173459
442	0.4953045362
443	0.4952992696
444	0.4952860548
445	0.495271808
446	0.4952607347
447	0.4952479155
448	0.4952338519
449	0.4952228655
450	0.4952091975
451	0.4952063134
452	0.4951856906
453	0.4951735658
454	0.4951558368
455	0.4951462875
456	0.4951395547
457	0.495132793
458	0.4951230604
459	0.4951072799
460	0.4950927148
461	0.4950740887
462	0.4950572279
463	0.4950375601
464	0.495020709
465	0.4950073785
466	0.494988328
467	0.4949810647
468	0.4949639627
469	0.4949457034
470	0.4949345915
471	0.4949262865
472	0.4949132069
473	0.4948995485
474	0.4948918029
475	0.4948745273
476	0.4948640516
477	0.4948536342
478	0.4948496794
479	0.4948412876
480	0.4948289507
481	0.494819112
482	0.4948056657
483	0.4947988944
484	0.4947870108
485	0.4947792942
486	0.4947795932
487	0.4947658673
488	0.4947521702
489	0.4947401226
490	0.494724506
491	0.4947123041
492	0.4946952985
493	0.4946809457
494	0.4946720523
495	0.494656021
496	0.4946385621
497	0.4946221837
498	0.4946126825
499	0.4946031333
500	0.4945890312
501	0.4945861953
502	0.4945721028
503	0.4945598045
504	0.4945515573
505	0.4945384777
506	0.4945265748
507	0.4945151926
508	0.4945049585
509	0.4944948111
510	0.494491136
511	0.4944843936
512	0.4944822619
513	0.4944752784
514	0.4944614752
515	0.4944571539
516	0.4944345827
517	0.4944239819
518	0.4944101981
519	0.4943960188
520	0.4943908101
521	0.4943781065
522	0.4943629432
523	0.4943505098
524	0.494339475
525	0.4943321346
526	0.4943199713
527	0.4943169232
528	0.4943089944
529	0.4942952877
530	0.494283298
531	0.4942762759
532	0.494263119
533	0.4942535021
534	0.4942456214
535	0.4942356573
536	0.4942266289
537	0.4942180055
538	0.4942023601
539	0.4941984246
540	0.4941901485
541	0.4941782553
542	0.4941669697
543	0.4941541312
544	0.4941385724
545	0.4941268624
546	0.4941206409
547	0.4941111012
548	0.4940991694
549	0.4940859451
550	0.4940776111
551	0.4940687851
552	0.4940642227
553	0.4940574803
554	0.4940458571
555	0.4940305687
556	0.4940190323
557	0.4940097048
558	0.4939978212
559	0.4939868926
560	0.4939791084
561	0.4939688645
562	0.4939549167
563	0.4939488302
564	0.4939396281
565	0.4939258926
566	0.4939162179
567	0.4939045657
568	0.4938886019
569	0.4938756379
570	0.49386605
571	0.4938549574
572	0.4938437779
573	0.4938331193
574	0.4938200878
575	0.4938173195
576	0.4938073843
577	0.4937960602
578	0.4937831541
579	0.4937712415
580	0.4937622613
581	0.4937538309
582	0.493744841
583	0.4937317517
584	0.4937239483
585	0.4937160098
586	0.4937043576
587	0.4936915867
588	0.4936813332
589	0.49367216
590	0.4936632859
591	0.493657074
592	0.4936456631
593	0.4936327088
594	0.493617015
595	0.4936041186
596	0.4935937108
597	0.4935807758
598	0.4935707731
599	0.4935606161
600	0.4935445463
601	0.4935402828
602	0.493528351
603	0.4935119628
604	0.4935063875
605	0.4934962401
606	0.4934881569
607	0.4934760997
608	0.4934637724
609	0.4934514643
610	0.4934367352
611	0.4934275042
612	0.4934186397
613	0.4934085405
614	0.4934010168
615	0.4933878504
616	0.4933733431
617	0.4933568005
618	0.4933469233
619	0.4933360043
620	0.4933218057
621	0.4933086103
622	0.4933010673
623	0.4932941417
624	0.4932879105
625	0.4932788241
626	0.4932691494
627	0.4932552402
628	0.4932402313
629	0.4932322832
630	0.4932195797
631	0.493207561
632	0.4931974908
633	0.4931915104
634	0.4931791149
635	0.493167376
636	0.4931564184
637	0.4931471584
638	0.4931424609
639	0.4931319181
640	0.4931150283
641	0.4931061734
642	0.4931018135
643	0.4930967109
644	0.4930873159
645	0.493076339
646	0.4930643107
647	0.4930476717
648	0.4930388941
649	0.4930275603
650	0.4930185029
651	0.4930048637
652	0.4929936167
653	0.4929851381
654	0.4929759939
655	0.4929690104
656	0.4929586219
657	0.4929503072
658	0.492941163
659	0.492932231
660	0.4929249195
661	0.49291728
662	0.4929110778
663	0.4929026088
664	0.4928938118
665	0.492886674
666	0.4928762951
667	0.4928669001
668	0.4928552865
669	0.4928394578
670	0.492830439
671	0.4928226355
672	0.4928137035
673	0.4927988779
674	0.4927845346
675	0.4927709051
676	0.492764211
677	0.4927494143
678	0.4927417363
679	0.4927262644
680	0.4927171298
681	0.4927032399
682	0.4926923112
683	0.4926817202
684	0.4926728846
685	0.4926626311
686	0.4926507089
687	0.4926384009
688	0.4926287744
689	0.4926193794
690	0.4926118943
691	0.4926010717
692	0.4925935093
693	0.492584423
694	0.4925794264
695	0.4925692116
696	0.492560376
697	0.4925438432
698	0.4925357311
699	0.4925207801
700	0.4925094656
701	0.4925041508
702	0.4924961255
703	0.4924897014
704	0.4924754545
705	0.4924682588
706	0.4924600309
707	0.4924481955
708	0.4924408358
709	0.4924349229
710	0.4924199623
711	0.4924096798
712	0.4923980276
713	0.4923919122
714	0.4923852952
715	0.4923818517
716	0.4923745498
717	0.4923710098
718	0.4923635825
719	0.4923574092
720	0.4923475608
721	0.4923389375
722	0.4923278448
723	0.4923150545
724	0.492302978
725	0.4922964285
726	0.4922911909
727	0.4922828183
728	0.4922735005
729	0.4922624946
730	0.4922522797
731	0.4922441773
732	0.4922364317
733	0.4922301427
734	0.492221828
735	0.4922134072
736	0.4922054591
737	0.4921954371
738	0.4921871899
739	0.4921774284
740	0.4921695574
741	0.4921642908
742	0.4921504201
743	0.4921390381
744	0.4921285049
745	0.4921196115
746	0.4921084031
747	0.4920981882
748	0.4920858512
749	0.4920751347
750	0.4920627785
751	0.4920513771
752	0.4920405353
753	0.4920306483
754	0.492021398
755	0.4920121863
756	0.4920025308
757	0.4919964926
758	0.4919887856
759	0.4919762364
760	0.4919630892
761	0.4919553244
762	0.4919491125
763	0.4919371517
764	0.4919290685
765	0.4919232328
766	0.4919085326
767	0.4919001119
768	0.4918888553
769	0.4918776661
770	0.4918691392
771	0.4918578825
772	0.4918527413
773	0.4918465102
774	0.491842565
775	0.4918349256
776	0.491826582
777	0.4918154604
778	0.4918037118
779	0.4917936995
780	0.4917839187
781	0.4917768965
782	0.4917668649
783	0.491758695
784	0.4917497918
785	0.4917396059
786	0.4917284747
787	0.4917161474
788	0.4917088455
789	0.4917011867
790	0.4916934026
791	0.4916863129
792	0.4916784903
793	0.4916695296
794	0.4916614464
795	0.4916551959
796	0.4916463507
797	0.4916311007
798	0.4916237506
799	0.4916171336
800	0.4916143942
801	0.491607864
802	0.4915986813
803	0.4915894018
804	0.491582833
805	0.4915736695
806	0.4915642359
807	0.4915577539
808	0.4915525838
809	0.4915419445
810	0.4915344884
811	0.4915260677
812	0.4915173286
813	0.4915107984
814	0.4915018567
815	0.4914893075
816	0.4914798932
817	0.491471839
818	0.4914614505
819	0.4914523642
820	0.491444117
821	0.4914312881
822	0.4914229638
823	0.4914161539
824	0.4914087749
825	0.4914032961
826	0.4913974702
827	0.4913903033
828	0.4913855094
829	0.4913812846
830	0.4913742432
831	0.4913684461
832	0.4913641055
833	0.4913585977
834	0.4913537362
835	0.4913453155
836	0.4913390747
837	0.4913306346
838	0.4913274418
839	0.4913190307
840	0.4913126259
841	0.4913027969
842	0.4912937202
843	0.491283351
844	0.4912708693
845	0.4912631044
846	0.4912554939
847	0.491241546
848	0.4912336751
849	0.4912247238
850	0.4912107663
851	0.4912023648
852	0.4911954006
853	0.4911828321
854	0.4911737265
855	0.491164264
856	0.4911518595
857	0.4911403617
858	0.4911298092
859	0.4911203853
860	0.4911086078
861	0.4910977659
862	0.4910905412
863	0.4910839146
864	0.4910793329
865	0.4910711725
866	0.4910636874
867	0.4910498456
868	0.4910376437
869	0.4910290493
870	0.4910174936
871	0.4910132881
872	0.4910058994
873	0.491001771
874	0.4909939386
875	0.490986521
876	0.4909833475
877	0.4909749654
878	0.4909683387
879	0.4909568988
880	0.4909512077
881	0.4909438094
882	0.4909400379
883	0.4909304982
884	0.4909169844
885	0.4909109172
886	0.490902535
887	0.4908966029
888	0.4908837353
889	0.4908703952
890	0.4908607108
891	0.4908484413
892	0.4908351301
893	0.4908242304
894	0.490816398
895	0.490807495
896	0.4908000484
897	0.4907880683
898	0.4907833708
899	0.4907732909
900	0.4907555523
901	0.490747363
902	0.490740775
903	0.4907341193
904	0.4907295086
905	0.4907197084
906	0.4907162649
907	0.4907068699
908	0.4907074583
909	0.4906966068
910	0.4906892953
911	0.4906769294
912	0.4906697047
913	0.4906655474
914	0.4906587664
915	0.4906512716
916	0.4906465837
917	0.490639552
918	0.4906325105
919	0.4906263372
920	0.4906215143
921	0.4906147044
922	0.4906059268
923	0.4905988853
924	0.4905907829
925	0.4905844938
926	0.4905797673
927	0.4905723881
928	0.4905646811
929	0.4905605431
930	0.4905612665
931	0.4905573889
932	0.4905486209
933	0.4905413962
934	0.4905366022
935	0.4905321169
936	0.4905190661
937	0.4905093431
938	0.4904988099
939	0.4904879874
940	0.4904757372
941	0.4904683582
942	0.4904569569
943	0.4904463851
944	0.4904399417
945	0.4904340963
946	0.4904264569
947	0.4904211131
948	0.4904091234
949	0.4904032587
950	0.4903933428
951	0.490384353
952	0.4903814014
953	0.4903753342
954	0.4903681384
955	0.4903601034
956	0.49035339
957	0.4903442747
958	0.4903356899
959	0.4903274235
960	0.4903190992
961	0.4903111027
962	0.4903033281
963	0.4902962674
964	0.490288927
965	0.4902854545
966	0.4902791268
967	0.4902711112
968	0.4902612532
969	0.490251318
970	0.4902450193
971	0.4902358848
972	0.4902283418
973	0.4902174227
974	0.4902105742
975	0.4902028286
976	0.4901980347
977	0.4901911476
978	0.4901816275
979	0.4901744993
980	0.4901634838
981	0.4901558058
982	0.4901500376
983	0.4901437775
984	0.4901376427
985	0.4901330128
986	0.4901306688
987	0.4901257206
988	0.4901140106
989	0.4901077408
990	0.4900970339
991	0.4900904941
992	0.4900790252
993	0.4900687139
994	0.4900589234
995	0.490045535
996	0.4900372011
997	0.4900299088
998	0.4900230314
999	0.4900158067
